date,id,YOLL1,YOLL2,YOLL3,humrel,meantemp,maxtemp,mintemp,o3,year,month,week,YLL,month_mean,yll_total,HW,HW_lag1,HW_lag2,HW_lag3,o3_lag1,o3_lag2,o3_lag3,HW_lag0_2,no2,no2_lag1,no2_lag2,no2_lag3,total_death
6/13/2000,933,1284.83,661.03,1205.43,71.8,15.99,20.3,12.1,16,10,1,2,3151.29,19.30185,3151.29,0,0,0,0,17.04167,23.54167,18.54167,0,26.58063,27.73438,14.66594,20.70094,45
6/14/2000,934,837.48,729.5,701.85,78.3,15.17,18.1,12.9,24.0833,10,1,2,2268.83,19.30185,2268.83,0,0,0,0,16,17.04167,23.54167,0,26.46969,26.58063,27.73438,14.66594,31
6/15/2000,935,840.84,1014.28,957.02,84.1,18.84,25.4,14.2,19.5417,10,1,3,2812.14,19.30185,2812.14,0,0,0,0,24.08333,16,17.04167,0,32.11206,26.46969,26.58063,27.73438,41
6/16/2000,936,1087.65,884.08,860.85,70.3,23.53,28.2,18.4,29.2917,10,1,3,2832.58,19.30185,2832.58,0,0,0,0,19.54167,24.08333,16,0,35.34469,32.11206,26.46969,26.58063,42
6/17/2000,937,1379.17,962.86,764.53,62.4,21.53,25.3,15.5,28.9167,10,1,3,3106.56,19.30185,3106.56,0,0,0,0,29.29167,19.54167,24.08333,0,17.32844,35.34469,32.11206,26.46969,42
6/18/2000,938,691.03,867.76,881.54,65.2,14.26,15.4,12,8.95833,10,1,3,2440.33,19.30185,2440.33,0,0,0,0,28.91667,29.29167,19.54167,0,18.03844,17.32844,35.34469,32.11206,33
6/19/2000,939,1184.79,793.95,905.81,75.9,16.18,21.3,9.6,18.6667,10,1,3,2884.55,19.30185,2884.55,0,0,0,0,8.958333,28.91667,29.29167,0,28.20031,18.03844,17.32844,35.34469,42
6/20/2000,940,930.31,660.12,1003.69,66.6,19.75,25.1,13.3,19.2917,10,1,3,2594.12,19.30185,2594.12,0,0,0,0,18.66667,8.958333,28.91667,0,37.76313,28.20031,18.03844,17.32844,38
6/23/2000,943,1012.5,812.74,558.61,67.8,18.69,22.2,15.3,17.1364,10,1,4,2383.85,19.30185,2383.85,0,0,0,0,,,19.29167,0,21.18906,26.49187,38.26012,37.76313,34
6/24/2000,944,908.35,1218.19,464.89,63.6,20.22,25.4,14.1,26.7917,10,1,4,2591.43,19.30185,2591.43,0,0,0,0,17.13636,,,0,20.36813,21.18906,26.49187,38.26012,36
6/25/2000,945,1182.06,1078.65,693.39,80.9,21.79,24.9,19.7,33.4167,10,1,4,2954.1,19.30185,2954.1,0,0,0,0,26.79167,17.13636,,0,26.4475,20.36813,21.18906,26.49187,42
6/26/2000,946,1198.74,852.47,907.18,73.1,24.69,30.4,19.1,31.9167,10,1,4,2958.39,19.30185,2958.39,1,0,0,0,33.41667,26.79167,17.13636,0.3333333,26.91344,26.4475,20.36813,21.18906,43
6/27/2000,947,2082.82,1041.47,653.22,66.5,22.71,25.6,20.1,25.9167,10,1,4,3777.51,19.30185,3777.51,0,1,0,0,31.91667,33.41667,26.79167,0.3333333,31.12906,26.91344,26.4475,20.36813,54
6/28/2000,948,1297.26,703.16,418.3,66,19.41,23,15.4,17.0476,10,1,4,2418.72,19.30185,2418.72,0,0,1,0,25.91667,31.91667,33.41667,0.3333333,24.36188,31.12906,26.91344,26.4475,36
6/29/2000,949,1829.78,529.59,788.26,66,19.35,23,16,23.9167,10,1,5,3147.63,19.30185,3147.63,0,0,0,1,17.04762,25.91667,31.91667,0,31.79469,24.36188,31.12906,26.91344,43
6/30/2000,950,1251.58,608.7,834.6,79.8,17.8,22.8,15.2,21.7222,10,1,5,2694.88,19.30185,2694.88,0,0,0,0,23.91667,17.04762,25.91667,0,30.48562,31.79469,24.36188,31.12906,39
7/1/2000,951,1260.05,867.95,1008.04,76.5,19.41,25.5,15.1,30.2917,10,2,5,3136.04,21.39427,3136.04,0,0,0,0,21.72222,23.91667,17.04762,0,21.78812,30.48562,31.79469,24.36188,44
7/2/2000,952,649.55,662.47,886.97,67.6,22.05,26.6,16.7,54.5417,10,2,5,2198.99,21.39427,2198.99,0,0,0,0,30.29167,21.72222,23.91667,0,18.48219,21.78812,30.48562,31.79469,33
7/3/2000,953,1198.46,1140.38,1210.43,85,19.36,20.8,17.5,22.9583,10,2,5,3549.27,21.39427,3549.27,0,0,0,0,54.54167,30.29167,21.72222,0,25.58219,18.48219,21.78812,30.48562,51
7/4/2000,954,1233.73,757.65,1208.12,71.5,20.98,25.8,16.3,17.0417,10,2,5,3199.5,21.39427,3199.5,0,0,0,0,22.95833,54.54167,30.29167,0,29.11,25.58219,18.48219,21.78812,43
7/5/2000,955,898.23,1071.93,1093.21,59.8,16.87,20.8,13.3,12.875,10,2,5,3063.37,21.39427,3063.37,0,0,0,0,17.04167,22.95833,54.54167,0,22.47594,29.11,25.58219,18.48219,43
7/6/2000,956,1290.08,726.22,991.28,58.7,17.41,22.1,11.4,11.125,10,2,6,3007.58,21.39427,3007.58,0,0,0,0,12.875,17.04167,22.95833,0,21.71148,22.47594,29.11,25.58219,40
7/7/2000,957,1016.8,984.33,536.19,70.7,15.01,19.5,10.7,10.9167,10,2,6,2537.32,21.39427,2537.32,0,0,0,0,11.125,12.875,17.04167,0,26.27,21.71148,22.47594,29.11,37
7/8/2000,958,1134.17,843.15,481.59,63.5,18.3,24.3,10.2,14.125,10,2,6,2458.91,21.39427,2458.91,0,0,0,0,10.91667,11.125,12.875,0,25.89281,26.27,21.71148,22.47594,35
7/9/2000,959,612.82,723,857.42,78.9,17.57,19.2,15.5,24.4167,10,2,6,2193.24,21.39427,2193.24,0,0,0,0,14.125,10.91667,11.125,0,23.71844,25.89281,26.27,21.71148,31
7/10/2000,960,1318.88,497.94,724.57,75.9,19.18,24.4,16.2,15.875,10,2,6,2541.39,21.39427,2541.39,0,0,0,0,24.41667,14.125,10.91667,0,29.22094,23.71844,25.89281,26.27,36
7/11/2000,961,912.45,890.21,844.99,60,18.97,23.4,14.2,15.0417,10,2,6,2647.65,21.39427,2647.65,0,0,0,0,15.875,24.41667,14.125,0,27.82313,29.22094,23.71844,25.89281,38
7/12/2000,962,1082.58,920.11,738.94,58.2,21.02,27.8,13.5,14.2083,10,2,6,2741.63,21.39427,2741.63,0,0,0,0,15.04167,15.875,24.41667,0,30.19719,27.82313,29.22094,23.71844,40
7/13/2000,963,707.98,1052.82,1105.52,61.5,22.16,26.3,17.2,17.2083,10,2,7,2866.32,21.39427,2866.32,0,0,0,0,14.20833,15.04167,15.875,0,30.97375,30.19719,27.82313,29.22094,41
7/14/2000,964,1164.77,803.66,780.51,65.4,22.61,28.1,16,34.625,10,2,7,2748.94,21.39427,2748.94,0,0,0,0,17.20833,14.20833,15.04167,0,36.25438,30.97375,30.19719,27.82313,37
7/15/2000,965,1318.09,560.71,784.75,64.8,22.28,24.8,19.9,30.2917,10,2,7,2663.55,21.39427,2663.55,0,0,0,0,34.625,17.20833,14.20833,0,18.46,36.25438,30.97375,30.19719,38
7/16/2000,966,1071.47,872.32,521.87,74.9,20.25,24.3,16.9,19.1667,10,2,7,2465.66,21.39427,2465.66,0,0,0,0,30.29167,34.625,17.20833,0,16.33,18.46,36.25438,30.97375,34
7/17/2000,967,1033.29,505.87,1192.22,78.4,21.73,24.4,18.9,27.9583,10,2,7,2731.38,21.39427,2731.38,0,0,0,0,19.16667,30.29167,34.625,0,30.46344,16.33,18.46,36.25438,41
7/18/2000,968,1086.66,869.03,843.27,72.5,19.81,23.9,14.8,17.6667,10,2,7,2798.96,21.39427,2798.96,0,0,0,0,27.95833,19.16667,30.29167,0,22.63125,30.46344,16.33,18.46,40
7/19/2000,969,1072.97,1120.73,821.35,60.7,15.95,19.7,13.5,10.7917,10,2,7,3015.05,21.39427,3015.05,0,0,0,0,17.66667,27.95833,19.16667,0,23.47437,22.63125,30.46344,16.33,45
7/20/2000,970,1543.49,798.99,754.59,61.5,18.11,22.7,10,19.1667,10,2,8,3097.07,21.39427,3097.07,0,0,0,0,10.79167,17.66667,27.95833,0,31.24,23.47437,22.63125,30.46344,41
7/21/2000,971,788.1,742.32,1152.52,73.1,18.12,20.7,14.6,27.625,10,2,8,2682.94,21.39427,2682.94,0,0,0,0,19.16667,10.79167,17.66667,0,33.17031,31.24,23.47437,22.63125,37
7/22/2000,972,1389.02,1336.18,924.88,77.6,17.43,20.9,14.7,18.875,10,2,8,3650.08,21.39427,3650.08,0,0,0,0,27.625,19.16667,10.79167,0,19.63594,33.17031,31.24,23.47437,53
7/23/2000,973,1055.87,806.52,677.39,77.4,18.82,23.6,13.9,12.0833,10,2,8,2539.78,21.39427,2539.78,0,0,0,0,18.875,27.625,19.16667,0,15.02094,19.63594,33.17031,31.24,36
7/24/2000,974,882.21,868.84,820.52,68.6,21.36,26.7,15.9,12.625,10,2,8,2571.57,21.39427,2571.57,0,0,0,0,12.08333,18.875,27.625,0,28.48875,15.02094,19.63594,33.17031,38
7/25/2000,975,567.03,1022.82,1131.02,63.2,23.49,29.2,16.3,26,10,2,8,2720.87,21.39427,2720.87,0,0,0,0,12.625,12.08333,18.875,0,34.6125,28.48875,15.02094,19.63594,37
7/26/2000,976,1089.03,407.8,803.11,62.5,23.23,27.5,18.8,37.7083,10,2,8,2299.94,21.39427,2299.94,0,0,0,0,26,12.625,12.08333,0,26.8025,34.6125,28.48875,15.02094,35
7/27/2000,977,1527.29,1194.53,980.53,77.6,20.75,23.7,18.4,23.0417,10,2,9,3702.35,21.39427,3702.35,0,0,0,0,37.70833,26,12.625,0,24.53938,26.8025,34.6125,28.48875,54
7/28/2000,978,1208.95,702.93,545.3,75.9,22.39,26.5,18.6,15.7917,10,2,9,2457.18,21.39427,2457.18,0,0,0,0,23.04167,37.70833,26,0,31.63938,24.53938,26.8025,34.6125,34
7/29/2000,979,1134.83,954.98,642.09,78.1,22.26,27,19.1,23.125,10,2,9,2731.9,21.39427,2731.9,0,0,0,0,15.79167,23.04167,37.70833,0,24.89437,31.63938,24.53938,26.8025,38
7/30/2000,980,782.06,745.19,832.59,74.2,23.35,28,18.9,23.9583,10,2,9,2359.84,21.39427,2359.84,0,0,0,0,23.125,15.79167,23.04167,0,16.30781,24.89437,31.63938,24.53938,33
7/31/2000,981,1512.75,411.77,810.18,73.8,22.71,26.3,19.9,30.6667,10,2,9,2734.7,21.39427,2734.7,0,0,0,0,23.95833,23.125,15.79167,0,19.83562,16.30781,24.89437,31.63938,36
8/1/2000,982,1055.81,477.1,894.66,85.9,20.58,23.3,18.8,17.6667,10,3,9,2427.57,20.58781,2427.57,0,0,0,0,30.66667,23.95833,23.125,0,16.83163,19.83562,16.30781,24.89437,35
8/2/2000,983,1264.25,755.6,938.8,77.7,23.92,28.4,19.5,30.375,10,3,9,2958.65,20.58781,2958.65,0,0,0,0,17.66667,30.66667,23.95833,0,24.3175,16.83163,19.83562,16.30781,41
8/3/2000,984,1182.31,864.2,658.2,76.4,22.38,26,16.5,23.1667,10,3,10,2704.71,20.58781,2704.71,0,0,0,0,30.375,17.66667,30.66667,0,23.05281,24.3175,16.83163,19.83562,39
8/4/2000,985,1037.31,514.26,717.71,63.4,18.51,23.4,12.9,14.8333,10,3,10,2269.28,20.58781,2269.28,0,0,0,0,23.16667,30.375,17.66667,0,19.92438,23.05281,24.3175,16.83163,34
8/5/2000,986,1126.82,327,511.31,59,20.41,24.7,14.6,16.875,10,3,10,1965.13,20.58781,1965.13,0,0,0,0,14.83333,23.16667,30.375,0,17.70563,19.92438,23.05281,24.3175,30
8/6/2000,987,999.97,1057.71,753.48,70.1,20.19,24.9,15.7,27.8333,10,3,10,2811.16,20.58781,2811.16,0,0,0,0,16.875,14.83333,23.16667,0,18.65969,17.70563,19.92438,23.05281,41
8/7/2000,988,744.73,367.04,865.42,88.1,20.42,25.1,18,27.6667,10,3,10,1977.19,20.58781,1977.19,0,0,0,0,27.83333,16.875,14.83333,0,27.82313,18.65969,17.70563,19.92438,26
8/8/2000,989,1121.14,425.42,568.72,78.6,21.93,25.4,18.5,16,10,3,10,2115.28,20.58781,2115.28,0,0,0,0,27.66667,27.83333,16.875,0,18.88156,27.82313,18.65969,17.70563,30
8/9/2000,990,1267.79,403.72,560.51,81.1,21.44,25.4,19,17.6957,10,3,10,2232.02,20.58781,2232.02,0,0,0,0,16,27.66667,27.83333,0,24.73705,18.88156,27.82313,18.65969,31
8/10/2000,991,587.71,546.85,697.22,71.5,21.91,27,16.7,16.2083,10,3,11,1831.78,20.58781,1831.78,0,0,0,0,17.69565,16,27.66667,0,24.98313,24.73705,18.88156,27.82313,28
8/11/2000,992,1259.63,642.79,1072.36,84.3,19.1,21.8,16.7,5.33333,10,3,11,2974.78,20.58781,2974.78,0,0,0,0,16.20833,17.69565,16,0,23.89594,24.98313,24.73705,18.88156,44
8/12/2000,993,1081.1,807.39,427.99,62.9,21.55,26.5,17.1,18.25,10,3,11,2316.48,20.58781,2316.48,0,0,0,0,5.333333,16.20833,17.69565,0,16.21906,23.89594,24.98313,24.73705,33
8/13/2000,994,1151.67,940.2,663.78,64.4,21.49,26.2,14.5,18.7917,10,3,11,2755.65,20.58781,2755.65,0,0,0,0,18.25,5.333333,16.20833,0,17.99406,16.21906,23.89594,24.98313,40
8/14/2000,995,1144.94,1065.08,590,72.3,21.48,26.2,15.5,17.625,10,3,11,2800.02,20.58781,2800.02,0,0,0,0,18.79167,18.25,5.333333,0,39.60469,17.99406,16.21906,23.89594,40
8/15/2000,996,1113.09,1313.37,652.12,72,22.66,27,17.1,24.7917,10,3,11,3078.58,20.58781,3078.58,0,0,0,0,17.625,18.79167,18.25,0,31.32489,39.60469,17.99406,16.21906,46
8/17/2000,998,510.26,321.22,244.21,73.8,13.97,16.3,12.1,7.5,10,3,12,1075.69,20.58781,1075.69,0,0,0,0,20.79167,24.79167,17.625,0,14.31094,19.56359,31.32489,39.60469,16
8/20/2000,1001,879.41,563.89,1006.35,73.3,15.05,19.6,11.8,9.66667,10,3,12,2449.65,20.58781,2449.65,0,0,0,0,,,7.5,0,10.16187,12.91313,23.56313,14.31094,33
8/21/2000,1002,1281.7,499.57,621.63,67,17.24,23.5,11.3,8.125,10,3,12,2402.9,20.58781,2402.9,0,0,0,0,9.666667,,,0,19.17,10.16187,12.91313,23.56313,33
8/22/2000,1003,1321.65,587.76,906.99,69.2,18.69,22.3,14.9,11.6667,10,3,12,2816.4,20.58781,2816.4,0,0,0,0,8.125,9.666667,,0,26.13688,19.17,10.16187,12.91313,39
8/23/2000,1004,658.72,879.92,1027.82,86.9,17.04,18.2,15.4,10.4583,10,3,12,2566.46,20.58781,2566.46,0,0,0,0,11.66667,8.125,9.666667,0,30.64094,26.13688,19.17,10.16187,36
8/24/2000,1005,1156.48,302.93,708.49,79.8,18.64,23.1,15.8,9.33333,10,3,13,2167.9,20.58781,2167.9,0,0,0,0,10.45833,11.66667,8.125,0,22.32063,30.64094,26.13688,19.17,33
8/25/2000,1006,1323.92,804.26,1214.85,69.6,21.23,26.8,15.9,13.6667,10,3,13,3343.03,20.58781,3343.03,0,0,0,0,9.333333,10.45833,11.66667,0,21.14469,22.32063,30.64094,26.13688,46
8/26/2000,1007,924.34,327.57,1167.18,70.5,21.12,26.1,16.1,38.2083,10,3,13,2419.09,20.58781,2419.09,0,0,0,0,13.66667,9.333333,10.45833,0,25.80406,21.14469,22.32063,30.64094,35
8/27/2000,1008,1735.71,553.81,650.38,74.5,20.03,23.2,16.2,17.75,10,3,13,2939.9,20.58781,2939.9,0,0,0,0,38.20833,13.66667,9.333333,0,17.77219,25.80406,21.14469,22.32063,40
8/28/2000,1009,1252.75,1077.6,925.84,51.8,17.71,22.3,11.8,7.20833,10,3,13,3256.19,20.58781,3256.19,0,0,0,0,17.75,38.20833,13.66667,0,21.76594,17.77219,25.80406,21.14469,46
8/29/2000,1010,1254.1,954.52,502.85,70.2,20.43,26.3,12.5,20.25,10,3,13,2711.47,20.58781,2711.47,0,0,0,0,7.208333,17.75,38.20833,0,28.91031,21.76594,17.77219,25.80406,38
8/30/2000,1011,1203.31,529.39,747.78,76.3,23.2,26.8,19.5,29.75,10,3,13,2480.48,20.58781,2480.48,0,0,0,0,20.25,7.208333,17.75,0,35.10062,28.91031,21.76594,17.77219,34
8/31/2000,1012,1061.74,663.44,759.75,76.9,24.33,28.9,19.2,20.4167,10,3,13,2484.93,20.58781,2484.93,0,0,0,0,29.75,20.25,7.208333,0,32.26062,35.10062,28.91031,21.76594,36
6/6/2001,1018,1788.68,739.53,1449.25,64,16.79,19.8,13.3,16.7083,11,1,1,3977.46,19.30185,3977.46,0,0,0,0,,,,0,24.40625,22.15792,21.91237,13.04625,56
6/7/2001,1019,1466.07,469.98,986.7,57.2,17.23,23.1,10,25.2917,11,1,1,2922.75,19.30185,2922.75,0,0,0,0,16.70833,,,0,37.47469,24.40625,22.15792,21.91237,41
6/8/2001,1020,702.2,1175.45,756.37,51.1,17.55,24.2,9.3,26.75,11,1,2,2634.02,19.30185,2634.02,0,0,0,0,25.29167,16.70833,,0,35.83281,37.47469,24.40625,22.15792,38
6/9/2001,1021,746.31,741.76,628.9,47.4,19.32,25.3,10.8,25.875,11,1,2,2116.97,19.30185,2116.97,0,0,0,0,26.75,25.29167,16.70833,0,29.90875,35.83281,37.47469,24.40625,30
6/10/2001,1022,1240.67,1035.64,439.48,54,20.64,26.2,15.5,31.1667,11,1,2,2715.79,19.30185,2715.79,0,0,0,0,25.875,26.75,25.29167,0,18.9925,29.90875,35.83281,37.47469,39
6/11/2001,1023,1112.95,866.23,1322.03,66.5,18.73,20.4,15,25.0833,11,1,2,3301.21,19.30185,3301.21,0,0,0,0,31.16667,25.875,26.75,0,32.94844,18.9925,29.90875,35.83281,46
6/12/2001,1024,931.02,435.1,672.83,71.8,19.21,23.5,12.8,30.5,11,1,2,2038.95,19.30185,2038.95,0,0,0,0,25.08333,31.16667,25.875,0,40.55875,32.94844,18.9925,29.90875,28
6/13/2001,1025,1624.2,1054.63,1104.68,69.2,22.76,28.4,17.1,31.2917,11,1,2,3783.51,19.30185,3783.51,0,0,0,0,30.5,25.08333,31.16667,0,36.29875,40.55875,32.94844,18.9925,52
6/14/2001,1026,823.46,736.96,1325.01,54.3,25.46,31.5,17.5,26.85,11,1,2,2885.43,19.30185,2885.43,1,0,0,0,31.29167,30.5,25.08333,0.3333333,36.54281,36.29875,40.55875,32.94844,40
6/15/2001,1027,2074.73,832.8,897.34,58.6,27.88,33.4,21.3,45.2083,11,1,3,3804.87,19.30185,3804.87,1,1,0,0,26.85,31.29167,30.5,0.6666667,40.42562,36.54281,36.29875,40.55875,52
6/16/2001,1028,1666.2,1427.14,1323.97,71.9,25.42,31,21.6,44.625,11,1,3,4417.31,19.30185,4417.31,1,1,1,0,45.20833,26.85,31.29167,1,24.6725,40.42562,36.54281,36.29875,62
6/17/2001,1029,1919.31,674.35,1430.18,70.2,22.29,27.5,17,36.6667,11,1,3,4023.84,19.30185,4023.84,0,1,1,1,44.625,45.20833,26.85,0.6666667,13.35688,24.6725,40.42562,36.54281,57
6/18/2001,1030,1273.87,714.5,796.11,57.7,21,26.1,14.3,29.4545,11,1,3,2784.48,19.30185,2784.48,0,0,1,1,36.66667,44.625,45.20833,0.3333333,24.73906,13.35688,24.6725,40.42562,38
6/19/2001,1031,838.73,564.35,707.52,53.7,25.98,32.7,18.4,58.0833,11,1,3,2110.6,19.30185,2110.6,1,0,0,1,29.45455,36.66667,44.625,0.3333333,28.48875,24.73906,13.35688,24.6725,28
6/20/2001,1032,1099.88,633.55,1543.96,58.7,20.71,24.5,17.9,28.9565,11,1,3,3277.39,19.30185,3277.39,0,1,0,0,58.08333,29.45455,36.66667,0.3333333,28.46656,28.48875,24.73906,13.35688,46
6/21/2001,1033,1089.3,1085.43,981.97,59.8,20.65,26.4,14.6,27.1667,11,1,3,3156.7,19.30185,3156.7,0,0,1,0,28.95652,58.08333,29.45455,0.3333333,22.40937,28.46656,28.48875,24.73906,44
6/22/2001,1034,1292.63,1425.24,685.49,77.1,19.05,24.1,15,33.3333,11,1,4,3403.36,19.30185,3403.36,0,0,0,1,27.16667,28.95652,58.08333,0,23.82938,22.40937,28.46656,28.48875,47
6/23/2001,1035,1068.53,649.69,919.72,83.5,17.79,20,14.8,28.2917,11,1,4,2637.94,19.30185,2637.94,0,0,0,0,33.33333,27.16667,28.95652,0,20.74531,23.82938,22.40937,28.46656,38
6/24/2001,1036,1407.36,546.86,950.62,78,19.6,23.6,15.6,21.4583,11,1,4,2904.84,19.30185,2904.84,0,0,0,0,28.29167,33.33333,27.16667,0,14.31094,20.74531,23.82938,22.40937,39
6/25/2001,1037,1182.47,653.5,1095.65,66.5,23.51,29.3,17.4,26.1667,11,1,4,2931.62,19.30185,2931.62,0,0,0,0,21.45833,28.29167,33.33333,0,16.66281,14.31094,20.74531,23.82938,39
6/26/2001,1038,1172.89,627.48,607.83,56,24.83,29.6,19.7,39.913,11,1,4,2408.2,19.30185,2408.2,0,0,0,0,26.16667,21.45833,28.29167,0,25.04969,16.66281,14.31094,20.74531,34
6/27/2001,1039,1328.84,656.48,981.51,62.2,25.31,31.5,20,53.375,11,1,4,2966.83,19.30185,2966.83,1,0,0,0,39.91304,26.16667,21.45833,0.3333333,29.97531,25.04969,16.66281,14.31094,40
6/28/2001,1040,1397.22,794.73,629.19,54.4,19.81,22.2,16.3,24.0417,11,1,4,2821.14,19.30185,2821.14,0,1,0,0,53.375,39.91304,26.16667,0.3333333,22.43156,29.97531,25.04969,16.66281,40
6/29/2001,1041,1607.52,658.93,886.04,70.4,19.38,25,13.4,28.25,11,1,5,3152.49,19.30185,3152.49,0,0,1,0,24.04167,53.375,39.91304,0.3333333,25.98156,22.43156,29.97531,25.04969,45
6/30/2001,1042,686.53,1116.46,852.9,72.9,24.29,29.3,20.2,58.8333,11,1,5,2655.89,19.30185,2655.89,0,0,0,1,28.25,24.04167,53.375,0,18.54875,25.98156,22.43156,29.97531,37
7/1/2001,1043,752.46,559.43,751.28,76.8,19.28,22.6,10.1,28.8333,11,2,5,2063.17,21.39427,2063.17,0,0,0,0,58.83333,28.25,24.04167,0,13.04625,18.54875,25.98156,22.43156,31
7/2/2001,1044,906.23,873.53,569.8,55.3,15.13,20.7,9.5,19.5,11,2,5,2349.56,21.39427,2349.56,0,0,0,0,28.83333,58.83333,28.25,0,10.25062,13.04625,18.54875,25.98156,34
7/3/2001,1045,1090.78,787.86,1383.83,60.5,17.7,20.8,14.6,22.7917,11,2,5,3262.47,21.39427,3262.47,0,0,0,0,19.5,28.83333,58.83333,0,23.2525,10.25062,13.04625,18.54875,46
7/4/2001,1046,1179.58,434.39,668.15,78.1,18.77,24.2,15.9,27.3333,11,2,5,2282.12,21.39427,2282.12,0,0,0,0,22.79167,19.5,28.83333,0,35.07844,23.2525,10.25062,13.04625,32
7/5/2001,1047,1452.56,280.49,1070.07,62.2,19.05,23.2,14.2,30.4167,11,2,5,2803.12,21.39427,2803.12,0,0,0,0,27.33333,22.79167,19.5,0,20.01312,35.07844,23.2525,10.25062,39
7/6/2001,1048,782.46,639.86,490.78,67.7,14.81,18.1,11.3,15.5833,11,2,6,1913.1,21.39427,1913.1,0,0,0,0,30.41667,27.33333,22.79167,0,15.90844,20.01312,35.07844,23.2525,29
7/7/2001,1049,1002.73,694.28,900.81,62.1,19.53,25.5,15.2,31.6667,11,2,6,2597.82,21.39427,2597.82,0,0,0,0,15.58333,30.41667,27.33333,0,23.34125,15.90844,20.01312,35.07844,36
7/9/2001,1051,579.9,646.16,569.71,78.2,21.57,27.5,18.2,32.2083,11,2,6,1795.77,21.39427,1795.77,0,0,0,0,38.91667,31.66667,15.58333,0,29.44281,24.495,23.34125,15.90844,25
7/10/2001,1052,976.38,625.62,1131.37,78,19.92,24.9,15.9,20.4167,11,2,6,2733.37,21.39427,2733.37,0,0,0,0,32.20833,38.91667,31.66667,0,29.68687,29.44281,24.495,23.34125,41
7/11/2001,1053,1327.15,718.99,837.66,78.6,18,20.3,15.9,18.875,11,2,6,2883.8,21.39427,2883.8,0,0,0,0,20.41667,32.20833,38.91667,0,25.36031,29.68687,29.44281,24.495,42
7/12/2001,1054,1105.14,585.23,819.17,83,15.99,18.1,14.5,7.29167,11,2,6,2509.54,21.39427,2509.54,0,0,0,0,18.875,20.41667,32.20833,0,11.27125,25.36031,29.68687,29.44281,36
7/13/2001,1055,1851.36,738.23,855.83,79.2,17.52,20.8,14.9,12.5833,11,2,7,3445.42,21.39427,3445.42,0,0,0,0,7.291667,18.875,20.41667,0,13.35688,11.27125,25.36031,29.68687,49
7/14/2001,1056,1024.01,633.4,755.04,75,18.79,23.1,15.7,13.875,11,2,7,2412.45,21.39427,2412.45,0,0,0,0,12.58333,7.291667,18.875,0,11.5375,13.35688,11.27125,25.36031,35
7/15/2001,1057,991.38,740.02,602.41,69.8,19.4,22.6,16.7,16.3333,11,2,7,2333.81,21.39427,2333.81,0,0,0,0,13.875,12.58333,7.291667,0,11.87031,11.5375,13.35688,11.27125,32
7/16/2001,1058,1121.84,360.33,639.82,64,21.85,27.1,16.7,17.0435,11,2,7,2121.99,21.39427,2121.99,0,0,0,0,16.33333,13.875,12.58333,0,21.71674,11.87031,11.5375,13.35688,31
7/17/2001,1059,1243.53,824.37,852.2,69.8,19.94,23.2,16.2,18.9583,11,2,7,2920.1,21.39427,2920.1,0,0,0,0,17.04348,16.33333,13.875,0,24.78344,21.71674,11.87031,11.5375,41
7/18/2001,1060,1105.87,565.86,1014.32,70.4,20.26,24.7,15.2,17.9167,11,2,7,2686.05,21.39427,2686.05,0,0,0,0,18.95833,17.04348,16.33333,0,21.70572,24.78344,21.71674,11.87031,36
7/20/2001,1062,1115.9,1082.58,773.01,60,23.28,29,16.4,26.625,11,2,8,2971.49,21.39427,2971.49,0,0,0,0,21.79167,17.91667,18.95833,0,33.76937,23.83571,21.70572,24.78344,41
7/21/2001,1063,1243.6,917.36,524.78,56.6,25.16,30.1,18.9,42.8333,11,2,8,2685.74,21.39427,2685.74,1,0,0,0,26.625,21.79167,17.91667,0.3333333,22.01,33.76937,23.83571,21.70572,37
7/22/2001,1064,1092.43,879.51,679.02,54.5,26.1,30.2,22.6,60.3333,11,2,8,2650.96,21.39427,2650.96,1,1,0,0,42.83333,26.625,21.79167,0.6666667,17.97187,22.01,33.76937,23.83571,36
7/23/2001,1065,1597.63,812.87,922.97,60.8,27.47,32.6,22.5,60.0833,11,2,8,3333.47,21.39427,3333.47,1,1,1,0,60.33333,42.83333,26.625,1,26.51406,17.97187,22.01,33.76937,47
7/24/2001,1066,1503.41,1356.44,728.34,63.7,28.32,31.3,25.8,54.4583,11,2,8,3588.19,21.39427,3588.19,1,1,1,1,60.08333,60.33333,42.83333,1,25.0275,26.51406,17.97187,22.01,49
7/25/2001,1067,1397.77,799.07,783.71,58.3,23.07,25.8,16.7,21.7083,11,2,8,2980.55,21.39427,2980.55,0,1,1,1,54.45833,60.08333,60.33333,0.6666667,23.6075,25.0275,26.51406,17.97187,41
7/26/2001,1068,951.07,901.02,488.34,46.4,17.23,21.9,13.1,21.4167,11,2,8,2340.43,21.39427,2340.43,0,0,1,1,21.70833,54.45833,60.08333,0.3333333,17.50594,23.6075,25.0275,26.51406,33
7/27/2001,1069,1518.63,1051.63,667.81,55.6,16.73,22.8,9.6,19.875,11,2,9,3238.07,21.39427,3238.07,0,0,0,1,21.41667,21.70833,54.45833,0,21.38875,17.50594,23.6075,25.0275,45
7/28/2001,1070,1040.15,899.37,370.6,56.2,19.38,24.9,12.2,17.7917,11,2,9,2310.12,21.39427,2310.12,0,0,0,0,19.875,21.41667,21.70833,0,22.8975,21.38875,17.50594,23.6075,33
