date,id,YOLL1,YOLL2,YOLL3,humrel,meantemp,maxtemp,mintemp,o3,year,month,week,YLL,month_mean,yll_total,HW,HW_lag1,HW_lag2,HW_lag3,o3_lag1,o3_lag2,o3_lag3,HW_lag0_2,no2,no2_lag1,no2_lag2,no2_lag3,total_death
6/18/1994,386,3036.14,1587.33,2115.56,71.8,27.67,33.5,21.2,25.4167,5,1,3,6739.03,19.30185,6739.03,1,1,1,0,,,,1,34.12437,51.05344,47.68094,44.49848,95
6/21/1994,389,1088.65,829.23,1005.76,64.7,23.29,26.4,20.2,30.4348,5,1,3,2923.64,19.30185,2923.64,0,0,0,1,,,25.41667,0,32.66,35.46913,21.1225,34.12437,40
6/22/1994,390,1106.68,582.34,1196,58.5,20.17,25.2,15.9,23.3333,5,1,4,2885.02,19.30185,2885.02,0,0,0,0,30.43478,,,0,27.53469,32.66,35.46913,21.1225,42
6/28/1994,396,1276.9,637.12,1307.45,85.3,19.76,23.4,18,17.0833,5,1,4,3221.47,19.30185,3221.47,0,0,0,0,,,,0,25.78188,32.76033,21.78813,22.52031,44
6/29/1994,397,584.5,1358.32,717.19,82.1,20.29,25,15.9,25.4167,5,1,5,2660.01,19.30185,2660.01,0,0,0,0,17.08333,,,0,34.9675,25.78188,32.76033,21.78813,38
6/30/1994,398,1343.36,859.03,774.98,81.6,20.55,24.7,16.3,22.5,5,1,5,2977.37,19.30185,2977.37,0,0,0,0,25.41667,17.08333,,0,39.49375,34.9675,25.78188,32.76033,44
7/1/1994,399,1083.74,575.03,1327.37,78.8,20.82,23.9,18.6,20.8333,5,2,5,2986.14,21.39427,2986.14,0,0,0,0,22.5,25.41667,17.08333,0,18.21594,39.49375,34.9675,25.78188,41
7/2/1994,400,1212.54,922.5,504.73,75.4,20.81,24.8,15.4,28.3333,5,2,5,2639.77,21.39427,2639.77,0,0,0,0,20.83333,22.5,25.41667,0,28.50033,18.21594,39.49375,34.9675,38
7/3/1994,401,912.56,905.66,633.85,67.7,18.51,23.2,12.2,20,5,2,5,2452.07,21.39427,2452.07,0,0,0,0,28.33333,20.83333,22.5,0,20.17583,28.50033,18.21594,39.49375,36
7/4/1994,402,1073.85,526.89,647.41,55.6,19.75,24.1,12.2,20,5,2,5,2248.15,21.39427,2248.15,0,0,0,0,20,28.33333,20.83333,0,35.1805,20.17583,28.50033,18.21594,32
7/5/1994,403,1721.04,1172.32,647.35,72.9,22.16,25.9,16.9,27.5,5,2,5,3540.71,21.39427,3540.71,0,0,0,0,20,20,28.33333,0,35.96594,35.1805,20.17583,28.50033,49
7/6/1994,404,909.88,861.81,643.69,71.4,22.99,25.4,20,15.2174,5,2,6,2415.38,21.39427,2415.38,0,0,0,0,27.5,20,20,0,30.01969,35.96594,35.1805,20.17583,36
7/7/1994,405,1242.94,594.29,802.21,75.6,23.41,26.8,19.2,22.5,5,2,6,2639.44,21.39427,2639.44,0,0,0,0,15.21739,27.5,20,0,44.64125,30.01969,35.96594,35.1805,37
7/8/1994,406,533.19,550.5,523.75,80.9,22.9,27.7,19.4,9.16667,5,2,6,1607.44,21.39427,1607.44,0,0,0,0,22.5,15.21739,27.5,0,28.95469,44.64125,30.01969,35.96594,23
7/9/1994,407,1013.87,1061.47,1190.87,74.3,24.63,30.1,19,28.3333,5,2,6,3266.21,21.39427,3266.21,1,0,0,0,9.166667,22.5,15.21739,0.3333333,22.91969,28.95469,44.64125,30.01969,48
7/10/1994,408,1406.92,422.8,612.99,77,20.68,24.3,16.7,21.7391,5,2,6,2442.71,21.39427,2442.71,0,1,0,0,28.33333,9.166667,22.5,0.3333333,18.52656,22.91969,28.95469,44.64125,35
7/13/1994,411,981.58,728.6,944.11,66.1,21.92,25.6,16.1,22.9167,5,2,7,2654.29,21.39427,2654.29,0,0,0,0,,,21.73913,0,24.96094,33.65844,24.74967,18.52656,37
7/14/1994,412,698.83,638.66,880.12,58.7,19.76,23.8,13.4,14.5833,5,2,7,2217.61,21.39427,2217.61,0,0,0,0,22.91667,,,0,22.87531,24.96094,33.65844,24.74967,31
7/15/1994,413,1066.87,942.95,435.02,75.2,20.84,25,15.8,19.5833,5,2,7,2444.84,21.39427,2444.84,0,0,0,0,14.58333,22.91667,,0,28.91475,22.87531,24.96094,33.65844,36
7/16/1994,414,1159.88,982.99,1384.27,73,21.55,25.6,17.4,23.3333,5,2,7,3527.14,21.39427,3527.14,0,0,0,0,19.58333,14.58333,22.91667,0,25.49054,28.91475,22.87531,24.96094,49
7/17/1994,415,1710.86,801.18,516.53,70.9,22.58,27.4,16.6,21.25,5,2,7,3028.57,21.39427,3028.57,0,0,0,0,23.33333,19.58333,14.58333,0,25.07187,25.49054,28.91475,22.87531,42
7/20/1994,418,1403.38,741.01,610.91,67.5,24.75,30.2,19.2,42.5,5,2,8,2755.3,21.39427,2755.3,1,0,0,0,,,21.25,0.3333333,40.47,39.08087,28.41614,25.07187,40
7/21/1994,419,628.68,893.46,423.73,76.8,25.16,32.4,21.8,38.75,5,2,8,1945.87,21.39427,1945.87,1,1,0,0,42.5,,,0.6666667,34.648,40.47,39.08087,28.41614,27
7/22/1994,420,1075.21,711.92,968.3,78.5,25.36,29.7,21.8,34.5833,5,2,8,2755.43,21.39427,2755.43,0,1,1,0,38.75,42.5,,0.6666667,34.42728,34.648,40.47,39.08087,36
7/23/1994,421,1077.49,692.11,444.87,73.2,24.88,28.3,22.7,35,5,2,8,2214.47,21.39427,2214.47,0,0,1,1,34.58333,38.75,42.5,0.3333333,25.18281,34.42728,34.648,40.47,31
7/24/1994,422,1227.31,582.24,462.62,69.5,24.18,28.4,20.3,28.3333,5,2,8,2272.17,21.39427,2272.17,0,0,0,1,35,34.58333,38.75,0,26.34717,25.18281,34.42728,34.648,33
7/25/1994,423,1266.44,682.46,442.56,66.6,23.76,27.3,19.4,24.7826,5,2,8,2391.46,21.39427,2391.46,0,0,0,0,28.33333,35,34.58333,0,34.68196,26.34717,25.18281,34.42728,35
7/26/1994,424,772.59,737.34,727.66,71.7,21.63,26.6,17.6,32.9167,5,2,8,2237.59,21.39427,2237.59,0,0,0,0,24.78261,28.33333,35,0,33.77902,34.68196,26.34717,25.18281,33
7/29/1994,427,1148.68,615.1,727.8,71.1,21.78,27.4,15.5,21.6667,5,2,9,2491.58,21.39427,2491.58,0,0,0,0,,,32.91667,0,37.07531,30.13062,27.37534,33.77902,34
7/30/1994,428,963.4,1283.48,504.03,77.7,21.33,24.2,18.3,18.75,5,2,9,2750.91,21.39427,2750.91,0,0,0,0,21.66667,,,0,30.44125,37.07531,30.13062,27.37534,38
8/3/1994,432,591.24,392.07,894.27,80.4,20.07,23.8,17.4,16.5217,5,3,10,1877.58,20.58781,1877.58,0,0,0,0,12.5,,,0,30.90719,23.23031,42.33375,26.64719,28
8/4/1994,433,1262.03,749.17,399.01,79.5,22.49,27.1,19.1,40,5,3,10,2410.21,20.58781,2410.21,0,0,0,0,16.52174,12.5,,0,39.01141,30.90719,23.23031,42.33375,34
8/5/1994,434,920.65,759.95,501.69,71,14.78,18.9,10.8,9.58333,5,3,10,2182.29,20.58781,2182.29,0,0,0,0,40,16.52174,12.5,0,20.67875,39.01141,30.90719,23.23031,32
8/6/1994,435,1465.81,356.71,575.05,66.2,15.75,21.5,6.9,17.0833,5,3,10,2397.57,20.58781,2397.57,0,0,0,0,9.583333,40,16.52174,0,28.11156,20.67875,39.01141,30.90719,37
8/7/1994,436,1162.18,838.03,813.13,67.6,18.33,23.3,10.2,22.5,5,3,10,2813.34,20.58781,2813.34,0,0,0,0,17.08333,9.583333,40,0,31.55062,28.11156,20.67875,39.01141,40
8/8/1994,437,1163.68,1130.86,529.39,65.9,20.87,26.2,11.7,18.3333,5,3,10,2823.93,20.58781,2823.93,0,0,0,0,22.5,17.08333,9.583333,0,30.53772,31.55062,28.11156,20.67875,40
8/9/1994,438,1500.61,502.44,913.85,77.4,20.38,24.2,16.6,34.1667,5,3,10,2916.9,20.58781,2916.9,0,0,0,0,18.33333,22.5,17.08333,0,35.81063,30.53772,31.55062,28.11156,43
8/10/1994,439,529.7,1112.38,747.96,66.2,16.23,21.7,10.1,12.9167,5,3,11,2390.04,20.58781,2390.04,0,0,0,0,34.16667,18.33333,22.5,0,23.06693,35.81063,30.53772,31.55062,36
8/11/1994,440,1125.33,459.78,226.96,68.5,17.9,22.8,12.7,16.25,5,3,11,1812.07,20.58781,1812.07,0,0,0,0,12.91667,34.16667,18.33333,0,28.91706,23.06693,35.81063,30.53772,25
8/12/1994,441,618.57,661.02,677.11,73.7,19.5,24.5,13.5,24.5455,5,3,11,1956.7,20.58781,1956.7,0,0,0,0,16.25,12.91667,34.16667,0,31.57281,28.91706,23.06693,35.81063,29
8/14/1994,443,1388.18,591.25,550.48,73.7,20.2,23.5,12.6,27.8261,5,3,11,2529.91,20.58781,2529.91,0,0,0,0,31.66667,24.54545,16.25,0,18.14938,27.97844,31.57281,28.91706,34
8/15/1994,444,728.14,775.45,612.42,72.2,14.09,18.1,11.3,9.13043,5,3,11,2116.01,20.58781,2116.01,0,0,0,0,27.82609,31.66667,24.54545,0,15.57563,18.14938,27.97844,31.57281,30
8/16/1994,445,892.25,511.19,664.86,70.9,17.68,23.3,9.8,14.5833,5,3,11,2068.3,20.58781,2068.3,0,0,0,0,9.130435,27.82609,31.66667,0,25.24937,15.57563,18.14938,27.97844,31
8/17/1994,446,1009.32,642.7,680.99,73.5,20.48,25.5,13.8,31.7391,5,3,12,2333.01,20.58781,2333.01,0,0,0,0,14.58333,9.130435,27.82609,0,42.26719,25.24937,15.57563,18.14938,35
8/18/1994,447,932.69,816.17,447.91,78.2,20.04,23.8,17.7,8.26087,5,3,12,2196.77,20.58781,2196.77,0,0,0,0,31.73913,14.58333,9.130435,0,31.70594,42.26719,25.24937,15.57563,32
8/19/1994,448,893.1,572.58,751.6,76.3,20.62,25.8,14.7,19.5833,5,3,12,2217.28,20.58781,2217.28,0,0,0,0,8.26087,31.73913,14.58333,0,32.1275,31.70594,42.26719,25.24937,33
8/20/1994,449,846.27,894.07,395.83,78.7,22.93,27.4,17.5,30,5,3,12,2136.17,20.58781,2136.17,0,0,0,0,19.58333,8.26087,31.73913,0,26.29219,32.1275,31.70594,42.26719,32
8/21/1994,450,924.27,515.62,423.04,87.6,19.85,22.6,15.8,32.5,5,3,12,1862.93,20.58781,1862.93,0,0,0,0,30,19.58333,8.26087,0,32.68219,26.29219,32.1275,31.70594,26
8/22/1994,451,908.45,304.87,710,68.5,16.2,19.1,13.9,7.91667,5,3,12,1923.32,20.58781,1923.32,0,0,0,0,32.5,30,19.58333,0,20.60543,32.68219,26.29219,32.1275,28
8/23/1994,452,830.63,631.37,925.74,64.8,15.58,20.6,8.6,9.56522,5,3,12,2387.74,20.58781,2387.74,0,0,0,0,7.916667,32.5,30,0,30.37469,20.60543,32.68219,26.29219,31
8/24/1994,453,1019.91,754.86,894.01,70.3,17.28,23,10.9,17.5,5,3,13,2668.78,20.58781,2668.78,0,0,0,0,9.565217,7.916667,32.5,0,33.18443,30.37469,20.60543,32.68219,38
8/27/1994,456,845.84,483.24,566.06,75.5,21.98,26.7,18.1,18.3333,5,3,13,1895.14,20.58781,1895.14,0,0,0,0,,,17.5,0,28.26687,39.67125,37.56344,33.18443,28
8/28/1994,457,717.98,571.63,755.53,76.6,20.69,26.5,16.4,23.4783,5,3,13,2045.14,20.58781,2045.14,0,0,0,0,18.33333,,,0,22.91969,28.26687,39.67125,37.56344,30
8/29/1994,458,1249.29,648.46,867.96,62.6,16.45,20.6,11.7,15.4167,5,3,13,2765.71,20.58781,2765.71,0,0,0,0,23.47826,18.33333,,0,20.54966,22.91969,28.26687,39.67125,38
8/30/1994,459,1186.91,832.99,763.8,64.5,15.3,20.4,9.9,10.8333,5,3,13,2783.7,20.58781,2783.7,0,0,0,0,15.41667,23.47826,18.33333,0,22.01,20.54966,22.91969,28.26687,39
8/31/1994,460,1341.84,607.44,685.92,83.5,13.32,14.3,11.9,0.833333,5,3,13,2635.2,20.58781,2635.2,0,0,0,0,10.83333,15.41667,23.47826,0,25.36031,22.01,20.54966,22.91969,36
6/2/1995,462,1293.88,823.13,474.23,78.2,19.35,24.8,14.9,16.5789,6,1,1,2591.24,19.30185,2591.24,0,0,0,0,,0.8333333,10.83333,0,46.43844,35.45562,25.36031,22.01,38
6/3/1995,463,1037.82,675.08,932.02,94.7,16.79,18.8,13.5,16.7917,6,1,1,2644.92,19.30185,2644.92,0,0,0,0,16.57895,,0.8333333,0,27.66781,46.43844,35.45562,25.36031,37
6/4/1995,464,965.8,660.96,901.26,68.9,16.23,21.4,10,14.375,6,1,1,2528.02,19.30185,2528.02,0,0,0,0,16.79167,16.57895,,0,20.85625,27.66781,46.43844,35.45562,36
6/5/1995,465,735.88,1015.89,831.25,71,17.78,22.3,13.1,11.5217,6,1,1,2583.02,19.30185,2583.02,0,0,0,0,14.375,16.79167,16.57895,0,26.33656,20.85625,27.66781,46.43844,37
6/6/1995,466,1322.27,672.77,813.41,70.2,20.35,27,14,26.0435,6,1,1,2808.45,19.30185,2808.45,0,0,0,0,11.52174,14.375,16.79167,0,40.115,26.33656,20.85625,27.66781,40
6/7/1995,467,1593.17,1056.9,866.8,69.1,21.98,28,12.5,50.25,6,1,1,3516.87,19.30185,3516.87,0,0,0,0,26.04348,11.52174,14.375,0,48.40678,40.115,26.33656,20.85625,49
6/8/1995,468,857.91,907.39,519.38,58,13.68,19.2,8.3,16.6667,6,1,2,2284.68,19.30185,2284.68,0,0,0,0,50.25,26.04348,11.52174,0,39.57443,48.40678,40.115,26.33656,33
6/9/1995,469,986.26,776.03,377.53,51.1,15.18,19.8,10.6,17.8182,6,1,2,2139.82,19.30185,2139.82,0,0,0,0,16.66667,50.25,26.04348,0,42.88844,39.57443,48.40678,40.115,30
6/10/1995,470,1278.54,678.35,545.32,60,18.44,23.8,8.4,27.4167,6,1,2,2502.21,19.30185,2502.21,0,0,0,0,17.81818,16.66667,50.25,0,41.44625,42.88844,39.57443,48.40678,35
6/11/1995,471,970.33,641.48,799.27,79.3,20.01,25.7,15.9,31.1739,6,1,2,2411.08,19.30185,2411.08,0,0,0,0,27.41667,17.81818,16.66667,0,34.19094,41.44625,42.88844,39.57443,33
6/12/1995,472,642.28,770.11,327.58,70.6,16.42,19.8,12.6,10.0417,6,1,2,1739.97,19.30185,1739.97,0,0,0,0,31.17391,27.41667,17.81818,0,43.61869,34.19094,41.44625,42.88844,26
6/13/1995,473,1233.63,812.83,708.07,65.8,17.6,24.5,9.9,14.3913,6,1,2,2754.53,19.30185,2754.53,0,0,0,0,10.04167,31.17391,27.41667,0,39.28667,43.61869,34.19094,41.44625,40
6/14/1995,474,871.5,787.04,1141.71,46,18.28,22.7,13.6,16.5217,6,1,2,2800.25,19.30185,2800.25,0,0,0,0,14.3913,10.04167,31.17391,0,31.03023,39.28667,43.61869,34.19094,42
6/15/1995,475,1259.61,1049.4,1064.62,45.8,18.1,24.6,9.5,16.7273,6,1,3,3373.63,19.30185,3373.63,0,0,0,0,16.52174,14.3913,10.04167,0,28.55531,31.03023,39.28667,43.61869,47
6/16/1995,476,826.65,1050.36,816.91,55.3,19.77,25.4,12.6,20.3333,6,1,3,2693.92,19.30185,2693.92,0,0,0,0,16.72727,16.52174,14.3913,0,33.015,28.55531,31.03023,39.28667,39
6/17/1995,477,1253.88,498.7,766.48,55.2,21.61,26.6,17,49.625,6,1,3,2519.06,19.30185,2519.06,0,0,0,0,20.33333,16.72727,16.52174,0,32.79313,33.015,28.55531,31.03023,35
6/18/1995,478,1017.05,1207.96,876.86,62.8,24.56,29.3,19.5,67.6522,6,1,3,3101.87,19.30185,3101.87,0,0,0,0,49.625,20.33333,16.72727,0,23.98565,32.79313,33.015,28.55531,44
6/19/1995,479,1497.55,1049.15,1295.51,70.1,27.2,32.1,23.1,46.2609,6,1,3,3842.21,19.30185,3842.21,1,0,0,0,67.65218,49.625,20.33333,0.3333333,30.23674,23.98565,32.79313,33.015,54
6/20/1995,480,1221.72,735.68,723.26,38.5,22.12,25.3,20.2,21,6,1,3,2680.66,19.30185,2680.66,0,1,0,0,46.26087,67.65218,49.625,0.3333333,28.36141,30.23674,23.98565,32.79313,37
6/21/1995,481,989.63,494.94,750.04,45.3,19.86,24.7,12.8,13.625,6,1,3,2234.61,19.30185,2234.61,0,0,1,0,21,46.26087,67.65218,0.3333333,26.22563,28.36141,30.23674,23.98565,32
6/22/1995,482,558.69,795.07,1284.69,50.8,21.76,28.5,11.7,28.2917,6,1,4,2638.45,19.30185,2638.45,0,0,0,1,13.625,21,46.26087,0,43.06594,26.22563,28.36141,30.23674,37
6/23/1995,483,1427.32,1059.26,746.24,65.2,23.35,29.3,16,36.2857,6,1,4,3232.82,19.30185,3232.82,0,0,0,0,28.29167,13.625,21,0,49.27844,43.06594,26.22563,28.36141,47
6/24/1995,484,878.87,938.19,1362.15,68.8,24.4,30.1,18.3,39.1667,6,1,4,3179.21,19.30185,3179.21,1,0,0,0,36.28571,28.29167,13.625,0.3333333,33.30344,49.27844,43.06594,26.22563,44
6/25/1995,485,1406.72,780.16,1347.76,65,25.92,31.7,19.6,44.9583,6,1,4,3534.64,19.30185,3534.64,1,1,0,0,39.16667,36.28571,28.29167,0.6666667,33.99125,33.30344,49.27844,43.06594,49
6/26/1995,486,928,757.76,1402.28,53.8,24.05,27.5,20,23.125,6,1,4,3088.04,19.30185,3088.04,0,1,1,0,44.95833,39.16667,36.28571,0.6666667,19.85781,33.99125,33.30344,49.27844,41
6/27/1995,487,1284.81,1045.73,628.97,51.2,22.62,27.6,17.2,24.7917,6,1,4,2959.51,19.30185,2959.51,0,0,1,1,23.125,44.95833,39.16667,0.3333333,23.62969,19.85781,33.99125,33.30344,43
6/28/1995,488,944.03,474.87,461.38,50.3,21.73,27.2,14.5,30.375,6,1,4,1880.28,19.30185,1880.28,0,0,0,1,24.79167,23.125,44.95833,0,32.55196,23.62969,19.85781,33.99125,26
6/29/1995,489,1509.98,674.88,413.4,52,24.72,30.2,17.4,33.4167,6,1,5,2598.26,19.30185,2598.26,1,0,0,0,30.375,24.79167,23.125,0.3333333,44.73,32.55196,23.62969,19.85781,35
6/30/1995,490,1079.92,1324.6,735.57,68.6,25.06,30.5,19.9,29.9583,6,1,5,3140.09,19.30185,3140.09,1,1,0,0,33.41667,30.375,24.79167,0.6666667,50.56329,44.73,32.55196,23.62969,48
7/1/1995,491,1541.65,802.81,1078.93,83.3,23.27,27.1,20.7,31.3333,6,2,5,3423.39,21.39427,3423.39,0,1,1,0,29.95833,33.41667,30.375,0.6666667,32.37156,50.56329,44.73,32.55196,48
7/2/1995,492,731.55,701.18,576.76,69.3,19.4,22.5,15.7,16.5417,6,2,5,2009.49,21.39427,2009.49,0,0,1,1,31.33333,29.95833,33.41667,0.3333333,13.77844,32.37156,50.56329,44.73,29
7/3/1995,493,1592.37,980.21,904.98,60.9,18.58,23.6,12.2,22.7826,6,2,5,3477.56,21.39427,3477.56,0,0,0,1,16.54167,31.33333,29.95833,0,23.45315,13.77844,32.37156,50.56329,48
7/4/1995,494,1219.81,636.5,390.1,55,22.53,29.1,13.5,27.1739,6,2,5,2246.41,21.39427,2246.41,0,0,0,0,22.78261,16.54167,31.33333,0,36.07687,23.45315,13.77844,32.37156,33
7/5/1995,495,933.53,526.94,786.11,69.3,24.63,29.6,18.6,43.375,6,2,5,2246.58,21.39427,2246.58,0,0,0,0,27.17391,22.78261,16.54167,0,40.56261,36.07687,23.45315,13.77844,31
7/6/1995,496,1310.27,1443.02,823.63,80.8,24.88,31,21.9,35.6667,6,2,6,3576.92,21.39427,3576.92,1,0,0,0,43.375,27.17391,22.78261,0.3333333,28.87333,40.56261,36.07687,23.45315,49
7/7/1995,497,1117.65,776.15,713.08,82.3,23.38,26.8,21,27.1667,6,2,6,2606.88,21.39427,2606.88,0,1,0,0,35.66667,43.375,27.17391,0.3333333,36.78346,28.87333,40.56261,36.07687,36
7/8/1995,498,876.31,457.31,863.57,75.3,19.24,22.3,15.5,24.4167,6,2,6,2197.19,21.39427,2197.19,0,0,1,0,27.16667,35.66667,43.375,0.3333333,17.31783,36.78346,28.87333,40.56261,31
7/9/1995,499,767.57,803.6,832.54,73,17.96,23.3,14.9,17.75,6,2,6,2403.71,21.39427,2403.71,0,0,0,1,24.41667,27.16667,35.66667,0,11.84813,17.31783,36.78346,28.87333,36
7/10/1995,500,1161.86,545,821.59,68,19.22,23.8,15.1,15.7391,6,2,6,2528.45,21.39427,2528.45,0,0,0,0,17.75,24.41667,27.16667,0,21.16688,11.84813,17.31783,36.78346,36
7/11/1995,501,1282.49,887.38,810.03,60.8,20.66,25.7,16.9,19.2174,6,2,6,2979.9,21.39427,2979.9,0,0,0,0,15.73913,17.75,24.41667,0,46.41625,21.16688,11.84813,17.31783,40
7/12/1995,502,1002.02,837.83,665.08,66.3,21.87,27.9,13.2,28.0833,6,2,6,2504.93,21.39427,2504.93,0,0,0,0,19.21739,15.73913,17.75,0,62.41344,46.41625,21.16688,11.84813,34
7/13/1995,503,1381.69,553.06,760.56,60.3,25.29,31.3,19.2,53.5,6,2,7,2695.31,21.39427,2695.31,1,0,0,0,28.08333,19.21739,15.73913,0.3333333,42.15625,62.41344,46.41625,21.16688,36
7/14/1995,504,1517.17,1025.01,735.81,68.2,28.23,32.2,25,59.625,6,2,7,3277.99,21.39427,3277.99,1,1,0,0,53.5,28.08333,19.21739,0.6666667,43.62062,42.15625,62.41344,46.41625,45
7/15/1995,505,1096.27,419.27,918.99,61.3,25.4,30.2,21.2,26.7083,6,2,7,2434.53,21.39427,2434.53,1,1,1,0,59.625,53.5,28.08333,1,30.41906,43.62062,42.15625,62.41344,34
7/16/1995,506,995.8,790.33,700.17,48.7,19.99,23.8,15.8,20.6957,6,2,7,2486.3,21.39427,2486.3,0,1,1,1,26.70833,59.625,53.5,0.6666667,14.51062,30.41906,43.62062,42.15625,36
7/17/1995,507,1244.29,939.66,712.48,92.5,18.19,20.2,15.8,13.4583,6,2,7,2896.43,21.39427,2896.43,0,0,1,1,20.69565,26.70833,59.625,0.3333333,30.77406,14.51062,30.41906,43.62062,40
7/18/1995,508,1143.57,358.64,672.88,85.3,21.05,26.2,18,18.7273,6,2,7,2175.09,21.39427,2175.09,0,0,0,1,13.45833,20.69565,26.70833,0,41.33531,30.77406,14.51062,30.41906,30
7/19/1995,509,813.04,570.21,730.83,72.7,21.58,26.8,16,15.5652,6,2,7,2114.08,21.39427,2114.08,0,0,0,0,18.72727,13.45833,20.69565,0,33.34781,41.33531,30.77406,14.51062,29
7/20/1995,510,1051.58,818.06,753.29,87.2,20.26,23,17.6,22.9167,6,2,8,2622.93,21.39427,2622.93,0,0,0,0,15.56522,18.72727,13.45833,0,47.17466,33.34781,41.33531,30.77406,37
7/21/1995,511,1173.6,700.93,663,78.7,21.97,27.4,16.4,18.875,6,2,8,2537.53,21.39427,2537.53,0,0,0,0,22.91667,15.56522,18.72727,0,46.69794,47.17466,33.34781,41.33531,37
7/22/1995,512,991.97,342.28,747.9,68.7,23.13,28.4,16.4,25.6957,6,2,8,2082.15,21.39427,2082.15,0,0,0,0,18.875,22.91667,15.56522,0,39.07219,46.69794,47.17466,33.34781,28
7/23/1995,513,536.56,573.45,449.45,90.4,20.93,23.9,18.3,26.0417,6,2,8,1559.46,21.39427,1559.46,0,0,0,0,25.69565,18.875,22.91667,0,40.02625,39.07219,46.69794,47.17466,22
7/24/1995,514,1168.99,436.01,1024.23,84.8,21.89,26,17,23.0435,6,2,8,2629.23,21.39427,2629.23,0,0,0,0,26.04167,25.69565,18.875,0,35.45562,40.02625,39.07219,46.69794,37
7/25/1995,515,960.44,850.52,948.45,78.6,23.7,28.6,17.6,29.4783,6,2,8,2759.41,21.39427,2759.41,0,0,0,0,23.04348,26.04167,25.69565,0,40.89156,35.45562,40.02625,39.07219,39
7/26/1995,516,1350.44,597.86,432.47,87.5,24.06,27.5,21.1,22.0455,6,2,8,2380.77,21.39427,2380.77,0,0,0,0,29.47826,23.04348,26.04167,0,43.73156,40.89156,35.45562,40.02625,32
7/27/1995,517,971.76,565.25,1079.56,72,23.51,27.5,19.3,13.9524,6,2,9,2616.57,21.39427,2616.57,0,0,0,0,22.04545,29.47826,23.04348,0,38.01587,43.73156,40.89156,35.45562,37
7/28/1995,518,753.04,826.26,427.66,70.7,24.25,28.9,16.7,21.625,6,2,9,2006.96,21.39427,2006.96,0,0,0,0,13.95238,22.04545,29.47826,0,37.20844,38.01587,43.73156,40.89156,30
7/29/1995,519,1101.6,614.15,805.24,75.8,25.18,30.4,20.4,38.0435,6,2,9,2520.99,21.39427,2520.99,1,0,0,0,21.625,13.95238,22.04545,0.3333333,31.24,37.20844,38.01587,43.73156,35
7/30/1995,520,1330.76,914.82,1190.65,61.8,22.38,26.8,17.6,15.2917,6,2,9,3436.23,21.39427,3436.23,0,1,0,0,38.04348,21.625,13.95238,0.3333333,27.46812,31.24,37.20844,38.01587,47
7/31/1995,521,1145.6,972.42,1105.92,67.5,23.95,29.1,17.5,27.7917,6,2,9,3223.94,21.39427,3223.94,0,0,1,0,15.29167,38.04348,21.625,0.3333333,33.17031,27.46812,31.24,37.20844,46
8/1/1995,522,986.26,1034.94,1300.21,70.9,23.73,30.9,17.6,45.9167,6,3,9,3321.41,20.58781,3321.41,1,0,0,1,27.79167,15.29167,38.04348,0.3333333,51.05344,33.17031,27.46812,31.24,47
8/2/1995,523,704.62,891.4,510.31,67.8,18.97,23.3,14.6,18.5417,6,3,9,2106.33,20.58781,2106.33,0,1,0,0,45.91667,27.79167,15.29167,0.3333333,30.39688,51.05344,33.17031,27.46812,29
8/3/1995,524,1189.18,589.3,530.8,78.1,21.17,25.3,15.2,15.8333,6,3,10,2309.28,20.58781,2309.28,0,0,1,0,18.54167,45.91667,27.79167,0.3333333,45.19594,30.39688,51.05344,33.17031,32
8/4/1995,525,1095.02,703.27,1062.15,90,22.38,26.5,20.1,23.7917,6,3,10,2860.44,20.58781,2860.44,0,0,0,1,15.83333,18.54167,45.91667,0,49.25625,45.19594,30.39688,51.05344,40
8/5/1995,526,901.6,491.09,1001.16,82.6,20.82,23.5,17.4,10.1667,6,3,10,2393.85,20.58781,2393.85,0,0,0,0,23.79167,15.83333,18.54167,0,26.31437,49.25625,45.19594,30.39688,32
8/7/1995,528,920.86,853.11,1023.72,67.7,20.82,26.2,14.1,12.3043,6,3,10,2797.69,20.58781,2797.69,0,0,0,0,11.43478,10.16667,23.79167,0,37.23063,24.91174,26.31437,49.25625,39
8/10/1995,531,1258.99,727.97,620.55,72.1,22.83,28.5,15.4,24.7826,6,3,11,2607.51,20.58781,2607.51,0,0,0,0,,,12.30435,0,53.16125,64.58781,57.90937,37.23063,34
8/11/1995,532,790.29,685.34,444.98,83,23.6,27.6,18.7,30.6667,6,3,11,1920.61,20.58781,1920.61,0,0,0,0,24.78261,,,0,46.505,53.16125,64.58781,57.90937,27
8/12/1995,533,1046.44,740.24,263.26,71.8,23.53,27.9,16.3,23.4583,6,3,11,2049.94,20.58781,2049.94,0,0,0,0,30.66667,24.78261,,0,28.79938,46.505,53.16125,64.58781,32
8/13/1995,534,1203.68,602.1,1042.16,74.5,19.45,24.4,14.1,9,6,3,11,2847.94,20.58781,2847.94,0,0,0,0,23.45833,30.66667,24.78261,0,19.21437,28.79938,46.505,53.16125,39
8/14/1995,535,1288.55,574.94,196.32,69.1,22.17,25.8,16.7,11.7083,6,3,11,2059.81,20.58781,2059.81,0,0,0,0,9,23.45833,30.66667,0,33.23687,19.21437,28.79938,46.505,31
